schema_version,phase,dataset_id,split_label,split,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,target_space,corruption_config_hash,random_seed_hash,definition_manifest_hash,manifest_path,manifest_file_sha256
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__primary_1001,0.1,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,122c1991bf170c5e5614b7349aec9f95c139859ec5fb817501e4dbf499215112,8d278f6bd8cb04d3cc2bb1452053162b6a77568c38b3226cf52ea029825abbba,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__primary_1001.json,e872a1ac039875e630d701c3b8d3c7b68c25127d9fa42fa1713b851836b44719
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__primary_1002,0.1,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,990cef87c7e960e05d381eadb6ffa19548a2b0608e69527c83273ac190dafaf7,4f9eee7c1ba0878537f086d871fc17bf7786e887d6d0e39fdda8c1c044581a90,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__primary_1002.json,879baaf6300907f3dca23ab55b872c1fcc643c066f308b8267e0c692e228d0bd
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__primary_1003,0.1,1003,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,e49d28a8e8b8ad2c7b0eb3ca686866015f27a1a755c27ba717e85d16460261ab,a2b9198e9fa524bdb0763d06ce530888bd3d0f520640f126d2085e401194fc63,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__primary_1003.json,b9566bcf8b856935f5a7c4835ed6647c7be3893b5ec01daa7041972d5cfc646e
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__shadow_9001,0.1,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,9d36114f1500075eb106efea1d050a711ff087c095c79a75aa7e225afde45231,324a7dca20cdd280bdb87948f37b08b4507565517f411ab649f22368949e532d,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__shadow_9001.json,2d3a229860718917e84266a1d47e447f3203372c8ea1b7e935316dead343377b
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__shadow_9002,0.1,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,97408ec42ef2324b8cf4079c8d08b7c364cb11a3657380b9f2ea80d749f4c2a3,55b856ceb20c4e08ec9e7f75b0bcc00b061a97d52d247278516ef777fad62881,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p10__shadow_9002.json,40d3b1edca164e983340d0eaa76ed02d4227d302f1af478581bebd5a096237dd
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__primary_1001,0.2,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,e7f70ac5fa2c0324a8446ac83f61bba9fc4ecb748ab76ea5fae226664a4ad32c,181e9cfc3d0d35075396a0a7c49bb81b58b5fea0dd71d8e7c701223ca2d8d107,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__primary_1001.json,5ffca947d095eb03f94941f83d8049fc1a236382d4e3ec57b50d286ab086b9fc
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__primary_1002,0.2,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,f561ea50895888464197a6a48fd74616897224af89884fc6ebaa0426bbcc837e,545d46795363105b2a96d4664a9b8e76646e5ca55b2a3d4af059b203badefba9,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__primary_1002.json,df0670abc1df92c9ae9407107783ea4922f20acc83e595268c9460a254db94cc
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__primary_1003,0.2,1003,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,671d204745fcfb42ca13e4dbfd66b1afde4f9295b6485618e3e8a844d59667d7,256e05c006015cfb054d03080ab62d3ba5d88c68c72d320b628fc21b512fd497,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__primary_1003.json,82f660fc9927f9eb4d9a1fbe21b4c899e939d3f3abf3fbeb358e027ba2632578
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__shadow_9001,0.2,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,861893a1ca4dabea9d7a9811557295fb0df94a8e46ae07b55979be1ec1dc7b08,33e47cbe6f5bf137a2ac711b0fad1fab068759c34a5506516676221bab63e0db,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__shadow_9001.json,e58d1f925d66335001befa01c383fc76be4afc395e0458e7c8e63c6ad1cd68eb
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__shadow_9002,0.2,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,44a6a564b12993849ae94f1ea589f50752e55ae572434fec03702b95b5afa399,44a4aa93fb95fab9a8eef2d8eaa68860d12c0c6f83080ad29e08e3bcfe2a93a0,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p20__shadow_9002.json,4997d94112d41817bc61f20acbac1f728166ae1b00115388b298d7e1f957cc0d
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__primary_1001,0.4,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,76d37ca6d931c1c42be07b3c2f3e953f87ffcc427a10e60ccbecfbf2033d1a91,ee04de842922600aff5fe8ae1e7425f9a2598e0334ae9eb4508870322ab10d4b,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__primary_1001.json,863a200dca153745331dbca5f5e50690ab8f3a52b912dea6cbd3e390d1cd633a
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__primary_1002,0.4,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a395ccbd00b69e4850f65f283829dcb3cd97251277ac6735924efe467b1eb0bd,9bdf64dc0382ba5e557215cec670bb9f13efd95c362e5fc970203b2e2ab5c918,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__primary_1002.json,898c134b1921b82460073febb2009fcaf76486512c6b1467fe1896f9740a101a
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__primary_1003,0.4,1003,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,ff9aefda3daa0a757bac5720647856b8525cb2ce27193ddfb4165a0144021719,e0f81fb849984daf2f5e6dd355d453020d4c5a3f9252841ea8a41da34a4787bc,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__primary_1003.json,5440bee8694df99cc1b59ef4979c94b5d9fda90e5955dac71b57b6ab8f9cb3df
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__shadow_9001,0.4,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,d513ff2af2ce301adad3f2ec41118907ca7ac253898755062d4a2b4ac8e7d236,35ca68f51cd47b83b34d4f68da0a5d2cbe8a7842c777ac5bd77de63326115dc0,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__shadow_9001.json,848f333282ed2b9ed07fa2d5563c269f998e0f7bd8b0e04b01d0cd35baafd392
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__shadow_9002,0.4,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,1ba0683596027cd696afed4549143419ece302913464427e9cd04582d2ed77f9,7b81b3391d6f9382d252bf6ad8215993d947480f0c0ee0dbbc8a164d8ab55d7d,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p40__shadow_9002.json,769756edd805e81d8f0f47c7930d8abbaa20b342a4e532b41db6427f15b54a88
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__primary_1001,0.6,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,c1015669121b00aadd52002661d2e3aacf2e84889646e63b26667108e9da9215,f7f4a17dde1622175093e4f045d06ccecab356491c555d8b99e4b76d30120fef,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__primary_1001.json,ad35905a460fc83a10d20c83f0835d95fedbfbd9990bd3afba8eff2a87cdf25b
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__primary_1002,0.6,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,cfc6e26035dacc15eb47cd46a737d2a15651ad1a829f4c9ca7fcc057ed3e6628,fb7bfd74845ee767371aad713e1a3bd255758a5e3bfe9bcc6dde26c49a756e7d,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__primary_1002.json,a684cdd82a60391dff7261401d42a2ae1276770614a0c58b22cb0a8881201f70
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__primary_1003,0.6,1003,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,aaf057bdd2eba45b748846f185e5a5737b18f6e77aba41a8e5de62d35e2d0e5d,8e7923f03f0e6d871488ad3d3757ee0444bf4a0a97955cbe90c1aba23cd9a17f,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__primary_1003.json,fe1d19b47beed7ad78236a0066a2ade7d0e6a270e6d977e2f69e2048ed94b10d
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__shadow_9001,0.6,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,aa464a39cbf9b64d2a81e31f79529824cf4c5afaec16881e53058d933d6a317b,61148aa44aee79cd99324be7f95c294e04ad162b41dd316a401f9fa867bff957,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__shadow_9001.json,162a0b615c5044f478c42d9e181a6ae67cf7e1016232fea20137dbf4a28a2eda
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__shadow_9002,0.6,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,32573568d7162ad08f420810cd57f5a317af3aaa2d7002dc9823376db49f475c,33c7c6d2c9f8f916793ffb707bbd4caeb0c4376bcfff4160a73332d55ac1d5fc,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p60__shadow_9002.json,b0e7e039a366f1a8ab0705b397faf0b187fbebeb02e275a8e69efc7605cde7d3
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__primary_1001,0.8,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a1b67decba51dd78ad914130a8fb49253b5b2773a56f0db146b8f3cc512cffe2,ef50c8a3e6b85ed18e182f57ad393e8f47db60bba4f3f5aaf6104bdeb5353edd,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__primary_1001.json,b2ad30ec1700e304234c841ab1e12df3fc22fbf4aeb526dd102127bfa5d01454
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__primary_1002,0.8,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,c37bd017b6b3acbbb3b1b1e31d86426d7029b128e782fb12f01bab486e333dc8,1220d213e18bb004b7de6d17244203ecdd977d53ead71f5c1cc2c80494d3c24c,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__primary_1002.json,80c69e449cfa4b9becac118698ec1ee8a1efa31f15359453a0632c0b7279a148
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__primary_1003,0.8,1003,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,c91b0ceeac5243c233f241a0ae77df1e26f573697ad89e13dd61c57b89298cd5,27d844c0698a18d246a44231f4bc3225594161cca13bbb7220fd52ebbb45b8a9,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__primary_1003.json,727ff8e60f74522f7492918302aa19a04ff83af6c85e9f93fb8b514026d3a642
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__shadow_9001,0.8,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,29be6da03ed1c829ea9e76b9fb255d104bc6e37095630aa862290839bb8e1cf1,6b66f46e102a3dd2f3d9af718e48e500f8332eec1b43ea0563323e3b275615e9,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__shadow_9001.json,6fb15582a6251916bbba94f0e847fa9376257a723cbfad53d5711be0df3461b6
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__shadow_9002,0.8,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,f86c7de3a806916752be835a9de10ba63067436a6d2d81bbb4d2dc214bc93f70,a6629884f9983fbaad0142b1e1b9d7af0466fb699252c7427e45edca6575df06,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p80__shadow_9002.json,d51e40732f21e2a65160f34d303249a9d89280e16bbcaee87185e8d6f63271d0
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__primary_1001,1.0,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a022114d53ef02f9870ad5ce380a18b0d74d5ef50c05d8c1719bcba0b18a85da,4457c989e687e79d2e7104daf224d324d303eee141cddcf847142511ca6413b5,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__primary_1001.json,1fdda3c59df9548852d6543b641c3e8a720d3078e174c26a948f08e04b647c48
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__primary_1002,1.0,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,33dae347853c60ce20757223a827d10a2bea9f86f4a3ef356e295bf51518ce17,904c9312ce0fe086dda55bc6da553b7bb08462334701b20f564cdb28ad897593,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__primary_1002.json,6a151e7d2d1748ff691e0b73acf039fc99450c53480b12358330203fc2dac562
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__primary_1003,1.0,1003,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,6c7e1c2687f4091fb46118096a2f2a2735b27fd4c3cf82298218cefef25a8f63,acd11b7046c1e9484b0c895bf9fb96301f3e13aa96734799c233f5c6bb623c8d,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__primary_1003.json,571eb8a7fa49e57909f889788c906dc2e1e8006edc2003db4df041648088d118
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__shadow_9001,1.0,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,01bdc81ba0079f8ed878d13cf1c412d795b34973046bab00be3b41d87d008f8b,10ebcd13b7b173c492d219d5d3f9907ec606d801526854592f40f0785ffee2dc,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__shadow_9001.json,718197caf569e4d06646b6060273ec7aad44536325000452bd47fbd829e8a7e2
1.0,phase2,breast_cancer_wisconsin,locked,locked_benchmark,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__shadow_9002,1.0,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,e698297c74d8b9249a58fbd29f265c8e913c127134f0fcac282f1b2a61f2806e,c7c0641d50e84c23ec590386bb6e1eed66d1a0427937a8346ad96a3927c57521,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_1p00__shadow_9002.json,58811cbba7db21b1e69aa047b3d60cd134487cef75c355e30e7762ce43c0aa9c
